pdes,name,H,diameter,albedo,rot_per,e,a,i,om,w,ma
983,Gunila,9.58,73.87,0.0477,8.37,.09458407766990179,3.158126615427685,14.87128578146179,250.8952271513468,348.4491825638614,218.3312781958389
984,Gretia,9.03,31.91,0.4239,5.778,.19754169596226,2.802076652908079,9.09371377726513,314.2192756580742,55.67554181359336,215.052122367175
986,Amelia,9.3,50.94,0.1183,9.52,.2020284471435502,3.132532008404595,14.81374394546536,92.60800769985855,265.8852926770503,215.0306529410209
987,Wallia,9.5,43.67,0.1765,10.0813,.2348302628172785,3.139936990096762,8.908983291287004,322.6814449784121,16.26172450162908,215.8220173929035
988,Appella,11.5,25.91,0.0871,120.,.2355080120162386,3.141548435403151,1.575102419407422,41.72866034620659,337.3997072272172,166.7947318523615
989,Schwassmannia,11.8,12.86,0.2035,107.85,.2505322584842628,2.660334945922257,14.69422767715057,243.4387721141732,165.9820309111525,79.83848858796851
990,Yerkes,11.7,18.46,0.1303,24.56,.2148050617135434,2.670590499752111,8.779386513778173,354.0102116000024,8.963343744608204,82.09674033448627
992,Swasey,10.5,27.33,0.1132,13.308,.08487750250768826,3.027545794931134,10.84375418137712,212.2637313037185,344.9634686081278,21.29461028887601
994,Otthild,10.30,24.42,0.2247,5.95,.1149480195552595,2.531024934328905,15.39620260197442,2.398587378079162,342.0470914857145,124.8076996696723
995,Sternberga,10.2,31.62,0.1341,14.612,.1673164110609973,2.616663148165351,13.04505798288691,221.790004613372,122.3327147516271,166.267834666748
996,Hilaritas,10.88,29.53,0.0901,10.05,.1409485761040364,3.090301852606302,.6607320642009227,347.4135464030398,147.689504618302,344.4334982501687
997,Priska,12.4,18.70,0.0801,16.22,.1830030793716922,2.668737499371523,10.5053760585049,247.1175044647836,51.65535232959072,340.6275261582476
998,Bodea,11.5,38.16,0.0211,8.574,.2121165343637439,3.118255762284224,15.50489931805569,301.2033833289295,72.37280840734329,162.5948436214977
999,Zachia,10.8,17.9,0.1994,22.77,.216719879673506,2.611445521175745,9.759523347535593,214.9789050932648,128.072651481651,211.8517705867772
1000,Piazzia,10.6,47.78,0.1119,9.47,.2571663164064228,3.173078618204842,20.5705119334253,323.7683760089606,280.8731669195373,68.65388653247238
1001,Gaussia,9.7,74.67,0.0392,9.17,.1271069164716955,3.20962838196353,9.295461964143492,259.3530333868138,142.1938742719629,309.8830684398757
1002,Olbersia,10.8,32.13,0.0621,10.244,.1538899211877524,2.786314866527793,10.76833736741034,343.7602499604776,355.6340620800349,212.5656150792368
1004,Belopolskya,9.99,71.60,0.0348,9.44,.08726104816723966,3.400209057265746,2.978689127601051,153.5439755293356,215.6049500696625,196.4098087872038
1005,Arago,9.9,57.82,0.0697,8.7819,.1133808750117905,3.167693226984843,19.06803283322769,349.2435942834288,60.02824602706328,32.48898925773244
1006,Lagrangea,11.3,29.56,0.0670,32.79,.3538431986036288,3.150621671542741,10.91746723892644,294.7818746070526,86.15778095332827,106.3095921788389
1008,"La Paz",10.6,38.64,0.0819,8.998,.07883457895631503,3.092549093519023,8.935366384344595,20.56617143134657,15.14773916845448,249.3863152067741
1010,Marlene,10.6,43.47,0.0647,31.06,.1006406079579092,2.932398895340203,3.910751351317698,98.92238494372887,278.2219953006085,71.25799429626862
1012,Sarema,12.41,21.12,0.0430,10.32,.1352481525365565,2.479250082206248,4.032621406340522,73.19827065446577,24.75562030430316,103.1654944335143
1013,Tombecka,10.12,31.93,0.1552,6.053,.2082072627499477,2.684337217031925,11.89865693057977,27.25559792655855,100.0097464642757,230.9001846378049
1015,Christa,9.03,96.94,0.0459,11.230,.08300554117894765,3.206448385829513,9.462231946060758,120.4487330230458,284.2328662312515,28.68557746771943
1017,Jacqueline,11.0,37.65,0.0544,7.87,.07854199307492093,2.605220509542649,7.929492019873676,119.0023226557872,68.89061369634975,183.2832599480359
1018,Arnolda,10.62,16.42,0.3701,14.617,.2462445641984846,2.540549142725605,7.646686792039462,359.6968669390537,343.0248895902953,320.9149583419184
1019,Strackea,12.63,8.37,0.2236,4.044,.071281051767008,1.911619918876521,26.98119973816972,144.4248749880731,122.0917539025715,17.64056001661473
1021,Flammario,8.98,99.39,0.0458,12.160,.2852721711890103,2.736928739435024,15.87069281899935,115.4512636658763,287.1175165847669,109.3647650806207
1022,Olympiada,10.2,26.39,0.1600,3.822,.1744269098259383,2.805018095764759,21.05416688862095,112.0138680323819,124.9809297993248,118.3818113495523
1023,Thomana,9.76,58.27,0.0649,17.56,.1025389385083768,3.16868726269654,10.07619508744105,194.3231641482696,194.3352690667365,292.0311193257398
1024,Hale,10.7,41.36,0.0594,16.0,.2252890161228461,2.866036001600678,16.08840418926385,58.87319117825251,308.0037643644593,289.8373435074129
1027,Aesculapia,10.8,32.20,0.0981,6.83,.1315338739316017,3.154979948229922,1.253665059389624,29.36172675818506,132.3062695325738,340.6397990187355
1028,Lydina,9.43,71.38,0.0586,11.680,.1071565848160746,3.405608501172191,9.395753238741017,62.8593558782165,24.85521376892926,158.5402598436622
1029,"La Plata",10.88,20.78,0.1819,15.310,.02692460539567416,2.88969020274778,2.427697993158629,29.91201623018219,145.8207438293034,203.8366205786972
1030,Vitja,10.3,64.13,0.0326,5.7014,.1221901004478004,3.119851387994707,14.78533172403573,187.8668565974806,6.646346453187189,183.9709727145744
1031,Arctica,9.56,75.47,0.0465,51.0,.0564891326935004,3.048238769476892,17.63197939928201,218.9406012493199,306.6124309971257,95.1421976211159
1032,Pafuri,10.0,54.67,0.0591,24.,.1432848850476261,3.127715020904414,9.478186713476909,76.35955213609496,189.8786508583726,102.7895556992326
1033,Simona,11.1,24.76,0.1147,10.07,.1160005280750499,3.005384541935708,10.64736750001702,188.9938349121113,218.5761855125816,77.97237439086268
1035,Amata,10.2,50.69,0.0522,9.081,.1952583834120154,3.145628287749298,18.03108732673228,2.014287628555827,323.4966469139966,102.133859541954
1036,Ganymed,9.45,31.66,0.2926,10.297,.5338871118799774,2.662714446046641,26.69364478863668,215.5577347184746,132.4927809486604,271.0776426913096
1038,Tuckia,10.82,58.3,0.0244,23.2,.2201859263547344,3.977628128871459,9.187515781108683,57.77405572322689,305.2557847697332,216.5138313096217
1039,Sonneberga,11.4,36.70,0.0476,34.2,.05900661028120522,2.680197968137266,4.554813277971494,221.7484430002255,326.9209962408884,57.30673658910708
1040,Klumpkea,10.3,35,0.0630,59.2,.1931346463475156,3.111206464130459,16.69376293352565,280.1862732662034,158.0849880791537,148.6830596392572
1041,Asta,10.1,57.27,0.0591,7.554,.1401374301107243,3.074440694408888,13.90026888215273,60.25576258384515,342.891835791315,21.98411397402281
1042,Amazone,9.8,73.64,0.0392,540.,.09196530741478494,3.233203929315122,20.68317929417474,52.54913249700337,295.614460460049,52.40867152131253
1043,Beate,9.6,31.60,0.2147,44.3,.04247151518915582,3.09160478812459,8.934979380733679,159.3387730344506,155.7116629510136,72.77754096231355
1044,Teutonia,10.7,15.20,0.3340,3.153,.143626811907727,2.575625007496126,4.251210585306045,59.97073785716347,228.4416287431223,268.930953702429
1048,Feodosia,9.75,70.16,0.0452,10.46,.1814266115640905,2.730960384290679,15.80615792769797,52.81052966645274,183.5752306817163,177.531834552746
1049,Gotho,10.4,50.69,0.0109,8.470,.1337475538622521,3.098334602783143,15.102591664955,342.8670401487141,41.6133184891421,113.5040792004035
1051,Merope,10.1,67.21,0.0429,27.2,.09749567360337417,3.218311688600144,23.48306959859567,180.732677762691,152.4332427959173,180.7271206145824
1054,Forsytia,10.4,45.47,0.0648,7.650,.1366105966174327,2.921995697878483,10.84978719313455,85.95036796094719,293.7984746193098,327.9713211039625
1057,Wanda,10.96,40.47,0.0446,28.8,.2467072549935789,2.893275175005779,3.518563471875821,258.8171698448917,112.2426377446478,25.66433085907976
1062,Ljuba,9.85,55.10,0.0668,33.8,.06679183521302466,3.005554389556155,5.602731087940969,341.4629894521291,101.8304570482691,351.6104813213337
1063,Aquilegia,11.38,17.75,0.1572,5.792,.03975196395463579,2.314271243271059,5.973151782356575,95.3424175221582,106.7908371744831,324.1752426467936
1064,Aethusa,10.6,18.66,0.3202,8.621,.1767889409897577,2.54248818719926,9.500958372377395,280.5856808663438,20.62624029347589,282.4066692935687
1069,Planckia,9.30,39.50,0.2158,8.665,.1102906043434504,3.125891028280669,13.57205152703836,142.4340454707574,32.83413403020609,257.1897291559141
1071,Brita,10.3,50.29,0.0637,5.8169,.1096467276231786,2.801759736229994,5.371159362205486,52.58528065388795,27.01303387852308,210.20909747521
1072,Malva,10.8,45.05,0.0549,10.080,.2419998535669155,3.16332255224328,8.025117326760363,37.0986108365686,26.08427461449691,180.0733680953285
1073,Gellivara,11.7,35.73,0.0241,11.32,.1939771118052593,3.176800637912177,1.606908787917786,39.51682737957006,289.1334505984842,74.28778839346181
1074,Beljawskya,10.2,47.82,0.0772,6.284,.1771514664858496,3.156744551313934,.80166061748721,38.1178310736974,23.54992203622972,54.61362264006608
1075,Helina,10.15,35.52,0.1220,44.9,.1137629258702546,3.013138109416688,11.52227099856955,100.8236221267566,250.8635475807166,327.7812257028461
1076,Viola,12.30,22.63,0.0415,7.336,.1450365138122567,2.474173192783432,3.319515016990334,143.7104322433913,303.946225988524,177.5118542415106
1079,Mimosa,11.0,20.7,0.1367,64.6,.04797881662190032,2.875785950253064,1.177953093673232,329.4009331184119,108.177803397368,49.06665698893298
1080,Orchis,12.20,23.28,0.0430,16.1,.257901009863028,2.419594694574464,4.586411182694154,2.059411800787357,57.15322623706787,16.48902735738058
1081,Reseda,11.0,37.89,0.0372,7.3002,.1468379596546777,3.096123723103901,4.205054001796388,30.45264561326524,6.227946438408869,347.9393835049423
1082,Pirola,10.41,43.01,0.0655,15.8525,.1810759859551382,3.121968226113716,1.852152453634579,148.01029244401,187.4718609687922,311.8217864699036
1084,Tamariwa,10.78,27.19,0.1165,6.1961,.1317802371111827,2.688133819953186,3.894741169759993,186.8863292708986,109.8750822822163,258.7853558968515
1085,Amaryllis,9.7,69.95,0.0628,18.2,.04317243586091749,3.190790376539275,6.637994381082035,139.9968627985992,124.0827312693587,230.5465434287052
1086,Nata,9.5,66.27,0.0767,18.074,.05520777052952108,3.16186498456829,8.36087581350907,313.2461544206402,159.121721591257,60.71305176983913
1087,Arabis,9.73,31.75,0.2248,5.794,.09488309319686421,3.01318636219513,10.06162613243486,30.44184928236213,26.03649747975215,184.3909594598362
1089,Tama,11.7,12.92,0.2424,16.44,.1274732201852376,2.213565400213349,3.726746071801804,71.49681309140985,354.3006262453117,143.6208799827787
1092,Lilium,10.82,46.17,0.0390,24.60,.08362378449065615,2.900489644257743,5.388588159394127,307.5140203929178,316.5787058115624,1.057742203975332
1093,Freda,8.83,116.73,0.0381,19.67,.2708202677814379,3.131507802418494,25.20769041769088,55.63717537111553,251.5664361476848,357.6244175964474
1094,Siberia,11.6,18.05,0.0943,21.15,.1329120348368437,2.544734335441634,14.02837597861913,149.1491149928399,310.6562448512695,338.0081886493796
1095,Tulipa,10.42,31.52,0.1208,2.78721,.02333836586052592,3.026434000724443,10.02508665697703,178.542580589885,342.8469802947752,354.1891773248096
1096,Reunerta,10.7,45.83,0.0638,13.036,.1929063508066134,2.602424084577706,9.470694299566709,81.39435050093617,247.8362076700146,190.2176812005966
1097,Vicia,11.9,21.08,0.0831,26.5,.2943434518951183,2.641585819446418,1.533166940816078,133.8620694787537,176.66836639601,44.3528858356673
1098,Hakone,10.4,24.73,0.2404,7.142,.1193369385086686,2.687335756565108,13.37952095250735,329.0116174008983,81.03133977211778,149.8758790538499
1099,Figneria,10.2,29.39,0.1415,13.577,.2699031573605165,3.195577929739652,11.73574284607423,22.67265894187613,346.5516534486313,88.80978493099695
1101,Clematis,10.5,37.86,0.1124,34.3,.07796386002792316,3.231687203298304,21.41965109464128,201.991709804845,108.0127609843461,340.9848526150628
1102,Pepita,9.40,39.27,0.1991,5.1054,.1137227094542987,3.067374465430281,15.79190492382987,216.7415123902814,115.3670354825341,85.8418383424706
1104,Syringa,12.2,22.10,0.0362,5.1547,.3430357282412942,2.631276804315236,6.441715886995327,128.6709152933038,277.6393745516726,74.32165008781827
1105,Fragaria,10.09,37.03,0.1186,10.88,.1055350095227558,3.009295613223536,10.96807381129043,116.9196555391059,225.4456293200614,243.7421358990657
1107,Lictoria,9.5,79.17,0.0646,8.5616,.1253435448523902,3.18191442315441,7.075667660740469,110.8549397283747,351.3838202619528,104.1891247479886
1108,Demeter,11.91,25.61,0.0464,9.70,.256169499399052,2.4288234037429,24.90446289000591,234.3296743970611,77.94307074826052,187.0488489139675
1109,Tata,10.06,66.53,0.0378,8.277,.09842311155887683,3.229799399783844,4.121118658925798,268.1938779190687,358.0916383626711,253.9996691797804
1112,Polonia,10.05,35.76,0.1319,82.5,.1048296502477152,3.023885284188365,8.99766680147493,302.9257980251057,87.90597003017446,100.7151150498104
1113,Katja,9.3,38.50,0.2071,18.465,.1429486402842161,3.109950876581896,13.28318535532279,324.551645154628,119.2004513833093,162.3134250665453
1114,Lorraine,10.0,62.20,0.0501,33.,.07285764393318303,3.094226427927663,10.74196013660529,195.5182412691869,203.0971443639783,317.9938911322124
1115,Sabauda,9.6,68.82,0.0711,6.75,.1696330205099775,3.102672575336643,15.26477706753162,71.72430954447675,56.96838792695883,238.3505615322807
1116,Catriona,9.8,39.12,0.1522,8.832,.2302813449677519,2.922014669819204,16.52431842758805,356.5336537833409,82.71349636722212,151.020029702142
1118,Hanskya,9.8,77.20,0.0470,15.61,.0480014415192788,3.208608344174915,13.99045604684609,318.9111350432865,334.4669151653466,135.8653144436263
1119,Euboea,11.3,31.49,0.0590,11.41,.1552684104772685,2.610745903604616,7.857643145564664,57.38955374886663,230.2841551545436,316.6751579686764
1122,Neith,11.7,12.01,0.4450,12.599,.2575683776233403,2.604737558627826,4.738659472189898,63.39078845253152,329.0751734050723,156.1534430970302
1124,Stroobantia,10.67,24.65,0.1569,16.39,.03264541522096485,2.925993238777485,7.786834339647055,22.32093321304164,262.7918052741759,154.2814103778821
1126,Otero,11.8,11.96,0.1786,3.64808,.1470599429069703,2.272378997250322,6.504419183775769,1.093911001253682,136.0889880894055,3.302496638458611
1127,Mimi,10.95,46.84,0.0336,12.749,.2646196320637495,2.594814884972227,14.75307632145663,128.6628703622219,281.7615385890286,246.6398788200675
1128,Astrid,10.9,34.69,0.0770,10.228,.04673953249830672,2.787395897008103,1.014557080723686,59.40936711551471,235.4674163659199,35.30385321559294
1129,Neujmina,10.20,34.76,0.1216,5.0844,.07969918991234125,3.022295292479967,8.61676844862331,269.5235857022327,138.2556961849721,18.91545340161864
1135,Colchis,10.5,50.64,0.0573,23.47,.1159808826953041,2.664603425656766,4.541468782563255,350.7440676772531,3.970414204741369,221.0320940222074
1136,Mercedes,11.1,25.28,0.1100,24.64,.2559006655738473,2.565298795092285,8.981223937511658,209.54279262666,148.5034720855089,291.7525687449016
1137,Raissa,10.6,23.69,0.1592,142.79,.09778189619214921,2.42325706386146,4.316287926143948,78.46141958130586,277.3352560015397,231.2094890526465
1140,Crimea,10.28,27.75,0.1772,9.77,.1133698018133698,2.770765682230143,14.13676869104091,72.15136364494717,310.4565943064716,210.3541734723853
1143,Odysseus,7.93,125.64,0.0753,10.111,.09026297371858384,5.248234929424199,3.137894508273205,221.2924825893831,236.9277240631512,84.98614250898233
1144,Oda,9.9,57.59,0.0533,14.4,.09513612470411872,3.750746872791911,9.742558612499099,156.7294340723813,220.9759960275472,355.335755443558
1145,Robelmonte,11.3,23.25,0.1186,9.01,.1196731533227792,2.423044471610667,6.208467373128018,346.8318064165397,267.5969283208403,166.7588145216185
1146,Biarmia,9.80,31.14,0.2190,5.4700,.254442900694605,3.045815054295629,17.06241265397171,213.8978058750869,63.8839364977521,358.9054372212294
1148,Rarahu,10.15,33.23,0.1393,6.5447,.1119710180144137,3.014472206959257,10.84993290912884,145.5307473088691,174.1574091518278,90.95289306192967
1149,Volga,10.57,55.57,0.0338,27.5,.09329755829552526,2.898803632562797,11.7494746070386,261.7002982386386,114.7788156317312,60.59547500348117
1152,Pawona,11.0,15.69,0.2167,3.4154,.04124451141386556,2.427108841751992,5.081043476683058,331.9178367096931,218.3761394421627,95.56229508291757
1158,Luda,10.80,19.06,0.2329,6.863,.1133414720024202,2.563923402819908,14.8340361623747,344.7420037940426,56.33196408597886,223.9182549500022
1159,Granada,11.55,29.98,0.0471,31.,.05900280908016244,2.379203221347111,13.03042410638417,347.9011188657954,312.3981990992913,127.6752552474145
1162,Larissa,9.44,44.6,0.1485,6.516,.1097968700843116,3.92272208377673,1.887360984335972,39.78448731636492,211.8407557538555,186.3920028763884
1163,Saga,10.7,29.11,0.1200,9.365,.04740492662449598,3.216094788210011,9.026400303367806,127.8032218975188,197.9833293487042,66.0704777386462
1165,Imprinetta,10.7,48.82,0.0562,7.9374,.212820857043502,3.125652072026319,12.80923083619129,203.7870049078432,97.1794791604468,43.18807167993322
1166,Sakuntala,10.3,28.74,0.6460,6.30,.2087666815932381,2.534933529488797,18.92155803893977,106.7002547584805,190.0125688616179,293.096284973533
1167,Dubiago,9.85,63.12,0.0509,14.3,.07513639249910999,3.410728312633581,5.719949123388937,223.8846721922946,69.48488553489427,159.7573776216979
1168,Brandia,12.53,10.61,0.1526,11.444,.2185166254763054,2.550938461293415,12.73425859876106,218.6607723815174,123.0470553523044,238.5152602815941
1170,Siva,12.43,10.37,0.1751,5.,.2999397903093905,2.325925178180555,22.18476005223798,.9273162195057686,59.31394715569088,232.573754471676
1171,Rusthawelia,9.90,70.13,0.0394,10.98,.1910163137657223,3.178677969198289,3.075934155455404,122.21609234076,288.5910654354501,329.1620186949908
1172,Aneas,8.33,142.82,0.0403,8.705,.1039461418823556,5.216907709202762,16.66751209631453,247.3350757158685,51.58404159387896,138.2179736194516
1173,Anchises,8.89,126.27,0.0308,11.60,.1371364770309408,5.302202257483387,6.915328675844535,283.9046734612462,41.08982861737271,86.75704380398282
1174,Marmara,11.4,16.21,0.1065,12.,.1124704537126409,3.021825759775809,10.09119104766554,1.036836046326666,351.0068491354572,41.14897770623337
1176,Lucidor,11.4,30.65,0.0821,4.0791,.1415371434222895,2.692032316574757,6.647352977436469,272.3691717793429,156.3316770847189,1.706072491342426
1177,Gonnessia,9.30,91.98,0.0398,30.51,.0313142351150416,3.350602047836312,15.06601957593291,252.1822458518521,240.3990866042885,185.1377424749147
1178,Irmela,11.81,19.09,0.0916,11.989,.1826562888367891,2.679585230549854,6.951000064431225,170.1145713149382,357.0505230407841,30.35396126491713
1182,Ilona,11.5,14.26,0.2624,29.8,.116967033132844,2.25956536262191,9.389064830556668,336.3845946953917,63.05913048559071,37.83728460745171
1183,Jutta,12.3,17.90,0.0797,212.5,.129786674732035,2.383236759633621,2.801433380104327,15.14606084302865,205.3977309581875,335.9688330756467
1186,Turnera,9.20,35.56,0.2919,12.066,.1041109480747014,3.019899565048639,10.73902679363861,43.09347223780024,294.011029636021,65.67955518549522
1187,Afra,11.4,31.83,0.0527,14.0701,.2210214382018384,2.641229729452779,10.7177794919482,327.4156749759911,74.04065935193074,313.6170984362613
1188,Gothlandia,11.5,12.40,0.2401,3.4916,.1801566346938371,2.190544283401123,4.817884582367195,5.46427431597887,6.767936034403564,351.2025581515866
1189,Terentia,9.8,55.88,0.0566,19.308,.1158204599534659,2.930663324036624,9.866706310476893,275.2591725180391,95.85613021478183,266.9175083052348
1190,Pelagia,12.6,17.45,0.0636,2.3661,.1315310860092052,2.431636391325558,3.168698418880044,26.50496636901264,41.49082372206053,24.67690169717193
1191,Alfaterna,10.8,42.09,0.0574,3.664,.04769427672908241,2.892673750822424,18.49451913795376,134.7297265044628,52.73152751248578,338.2633280882402
1194,Aletta,10.6,55.39,0.0479,20.39,.09280111018939048,2.914441769064239,10.8725042610333,291.3344376999038,243.0409302973337,340.2513445172142
1196,Sheba,10.26,29.17,0.1634,6.32,.1796576970796928,2.652795736310002,17.6688479845005,100.9612699284468,261.6748107049769,16.52422278969967
1197,Rhodesia,10.1,47.50,0.0783,16.062,.230381633202435,2.886943519258888,12.98322718219131,255.7753299239109,276.9356435249643,82.25214088870099
1199,Geldonia,10.36,31.25,0.1299,28.3,.02764355708512764,3.019512448771935,8.788793901975824,235.6462520549214,289.8296036958956,138.0469415554766
1200,Imperatrix,10.8,39.52,0.0714,17.769,.1046164289761622,3.064440397027397,4.592588155573018,204.7847280167813,51.2040525744337,291.4831123655125
1201,Strenua,11.3,34.86,0.0401,14.775,.04086057366538805,2.698531072179868,7.005359024714645,203.1550809154467,164.2908957914595,275.6960880658682
1202,Marina,9.9,54.93,0.0337,9.45,.1658382986067708,3.993418293763362,3.335119287814237,49.88734227953725,307.7729070918515,222.3933084304629
1203,Nanna,11.6,35.18,0.0473,18.54,.2463492371292201,2.88786304444926,5.958320920466432,224.741761125193,175.7404423708184,337.2227054821244
1207,Ostenia,10.8,22.93,0.1338,9.073,.08540233283799022,3.022454381378245,10.36137275743765,20.13080830637738,43.31480093375519,299.3073417254126
1208,Troilus,8.99,103.34,0.0419,56.17,.09246944412967353,5.250136093617225,33.54392149289474,48.55745020249518,296.7705437311886,89.926965904339
1210,Morosovia,9.91,33.65,0.1695,15.2616,.05966492814930213,3.010311861540149,11.27123057392443,106.6399227501456,169.2559848167896,334.1928467700246
1211,Bressole,11.0,38.24,0.0695,31.812,.1608892984541251,2.927488266784402,12.76238939216216,129.7725407009541,212.2042498525304,270.9784630384653
1212,Francette,9.54,82.13,0.0400,16.,.1918921684746412,3.953936272232675,7.590764445462269,149.5890744586893,348.0671011708349,157.7960925081173
1213,Algeria,11.1,33.20,0.0767,16.,.1276254537022604,3.136044397767995,13.08002103006026,271.767534903291,107.36837863399,27.37453264412092
1214,Richilde,11.1,35.29,0.0619,9.860,.1189850179344631,2.710717179157978,9.834764170147828,285.9418239165379,32.86648017057939,345.8792682771426
1219,Britta,11.7,11.43,0.2267,5.575,.1246395538479658,2.212675298531177,4.414000053695824,42.54863182880415,23.61484564883324,131.9581377799641
1222,Tina,11.2,20.84,0.3086,13.395,.2485387330691413,2.79632790237995,19.58152059820176,245.8592866942818,59.68016332782666,222.4756495736747
1224,Fantasia,11.36,13.94,0.2599,4.995,.1983412088269161,2.304376468171536,7.881318128345594,258.2164721146717,129.0053620737015,317.5626340732333
1226,Golia,12.1,16.39,0.2388,4.097,.1116528371281785,2.583025989740316,9.846884705106627,17.48853849300768,139.7540163932034,179.9770656455022
1227,Geranium,10.7,41.82,0.0921,12.363,.1903605531081235,3.22643018802328,16.4595408975847,.7414399354389918,302.0017644072723,213.9549778708803
1231,Auricula,12.2,22.52,0.0798,3.9816,.08712415003523262,2.667759425526159,11.49130487459357,342.0692380739181,246.1316976208729,168.9445314215064
1232,Cortusa,10.20,33.13,0.1339,25.16,.133767935739758,3.183038784274944,10.35891861374543,261.2438358681349,340.0577639221981,2.166387027826268
1233,Kobresia,11.5,33.50,0.0475,27.83,.05538429630682734,2.556997211016996,5.605211599095854,291.4662856148016,333.9194352262072,237.0774217776745
1234,Elyna,10.8,25.70,0.0672,17.6,.0883154770996696,3.0142030162074,8.51829107622309,304.7211344022842,86.85400662699799,320.5974053072546
1236,Thais,11.93,22.34,0.0599,72.,.2422910852865315,2.430262554185679,13.15892798679316,48.71361077075318,305.5654778717629,8.75569673921555
1237,Genevieve,10.70,39.81,0.0585,16.37,.07790642206349148,2.612431192751616,9.73378386792105,57.88456911897482,305.9929208901734,295.6871910875263
1238,Predappia,12.1,19.96,0.0771,8.94,.1419073977390088,2.666898399342545,12.15350409968764,51.97094762813546,91.93756830637139,359.4859898628012
1240,Centenaria,10.1,58.85,0.0673,11.2907,.1726970499038645,2.870749736769404,10.16951258340645,323.7463619684116,24.0260630665431,158.5676826276
1241,Dysona,9.45,83.05,0.0425,8.6080,.1035378632836429,3.185376605188862,23.54868841266603,322.3086948713566,320.8375984996935,116.0465243405548
1242,Zambesia,10.3,47.70,0.0708,17.305,.1900027917548387,2.736547761101247,10.17039926120258,350.0221913524028,52.6311957172861,282.0361395212662
1243,Pamela,9.6,70.07,0.0483,26.017,.04633401890056402,3.09742945086267,13.28281890189042,245.6962769163986,57.29010249947851,344.0518583431073
1244,Deira,11.4,30.95,0.0557,210.6,.09803019452017801,2.343135805342814,8.695183806637301,277.1357599814639,261.1249140350562,60.7889620925886
1245,Calvinia,9.9,26.84,0.2713,4.84,.08153372211311774,2.892283618496519,2.893146269477142,151.728259783115,208.8488424748817,176.1445920935743
1246,Chaka,10.8,18.11,0.2351,25.462,.3079963513622527,2.62372027195565,16.04151323984192,290.7540860944904,54.31082068619394,117.7998649213333
1249,Rutherfordia,11.54,12.41,0.2778,18.20,.07614094104881547,2.22455785058853,4.873739164328938,259.0553869555832,223.4151031111689,212.9768890591153
1250,Galanthus,12.26,21.00,0.0500,3.92,.2730546537009083,2.550579600440669,15.17480897383219,292.0323219535134,217.0963385840875,7.717815805509471
1252,Celestia,10.89,17.39,0.2573,10.636,.2071987011077538,2.695121569548736,33.84405530038728,140.9352174139787,63.64036103939761,140.4909989674621
1253,Frisia,12.0,26,0.0657,14.557,.2115396423959118,3.163648670108816,1.346903335375474,40.02296681924986,355.3285022201378,262.9691689101762
1254,Erfordia,10.5,45.48,0.0409,12.287,.03264724750445792,3.134951569153369,7.07245890029647,288.016085516169,239.5260271969226,5.857534791542075
1255,Schilowa,10.3,32.52,0.1389,29.536,.1732495765628833,3.143020472796298,8.548190028636206,237.636467560478,133.9122279899275,199.6093261220206
1256,Normannia,9.66,69.22,0.0504,6.8,.07761557689220337,3.89058553609537,4.174584867892669,236.9591413497345,101.6241699172043,236.6030546087648
1258,Sicilia,10.7,44.47,0.0564,13.500,.04117103437111091,3.189222077021908,7.70557970053274,299.6588556520147,78.79045959471765,130.4572912871612
1259,Ogyalla,10.5,33.13,0.0641,12.,.1295428011074206,3.106340268898482,2.381920223900961,75.08384289102482,149.50814283,274.5864646773238
1261,Legia,11.1,31.28,0.0719,8.693,.1783405461909564,3.137024497439525,2.426996361814093,67.30767538071869,105.0023647283562,239.861034502315
1262,Sniadeckia,10.25,51.49,0.0529,17.57,.007622157034712048,3.000901644608253,13.14688963401735,124.4013033181228,146.4113925701392,157.5832570985539
1263,Varsavia,10.2,49.29,0.0459,7.1639,.1877118634661498,2.665118979932648,29.27217729746816,158.4920204272053,287.7159881807341,346.9736082228029
1264,Letaba,9.6,74.74,0.0725,32.16,.1545849530726387,2.866530885823777,24.94837549067534,235.0770588253611,31.26193615349348,269.407791384421
1266,Tone,9.41,73.34,0.0566,7.40,.05032868723783621,3.357387597684505,17.18682717554172,320.6312157574092,297.6696536750239,303.2056962403071
1267,Geertruida,12.0,23.41,0.0466,5.50,.1788499901451795,2.469594763990444,4.781539098091505,24.401279780452,268.0722926870469,242.6875601577383
1268,Libya,9.12,94.10,0.0449,14.05,.1031045556286886,3.988239996287088,4.425079275283318,351.0346094869869,121.3201545398701,31.34706807449507
1269,Rollandia,8.82,105.19,0.0473,15.4,.1003556754525768,3.906565483265693,2.757953942756062,134.7236418188636,18.77798936846948,149.3292934107277
1275,Cimbria,10.72,28.65,0.1109,5.65,.1688761365379688,2.680089063129989,12.87596570808062,188.5663848339529,196.8772716527553,279.3755442545801
1276,Ucclia,10.8,30.63,0.1303,4.90768,.09473456652323782,3.178684398284373,23.27561104554072,114.478359422097,333.5082258012911,212.0865280899482
1277,Dolores,11.05,27.64,0.0879,17.19,.2390885774609988,2.698219086392017,6.966035154641761,247.17007988233,47.05766872799465,92.95602808810433
1280,Baillauda,10.33,50.83,0.0505,12.6,.05058378052031663,3.415332867337396,6.459774610244126,293.0895657194537,99.52236661374329,265.0350461684517
1281,Jeanne,11.5,21.65,0.0864,15.2,.2082206074610111,2.556397623131878,7.445716049978379,210.1111966510322,72.89263153900164,351.1863681752737
