pdes,name,H,diameter,albedo,rot_per,e,a,i,om,w,ma
486,Cremona,11.0,21.85,0.1631,65.15,.1619111595155533,2.35272288063496,11.09049882852791,94.2575320223482,124.645692579292,87.66738644053608
487,Venetia,8.14,63.15,0.2457,13.34,.08888214718501967,2.668882778952068,10.24627923540672,114.8288500897222,280.7764946581183,187.3453571920674
488,Kreusa,7.81,150.13,0.0589,32.666,.1592250775163748,3.168027580455564,11.52094205868732,84.25064508316662,71.19356947922564,93.01377774551696
489,Comacina,8.32,139.39,0.0427,9.02,.04460486663929343,3.152556732636676,12.99923339857861,166.8961515675118,11.71676824237945,177.0447534429186
490,Veritas,8.32,115.55,0.0622,7.930,.09481370953108167,3.172310560342329,9.279555777968275,178.3397114658666,194.5619002144338,286.2843067852303
491,Carina,9.0,97.29,0.0743,15.153,.08799558199696945,3.189720933321325,18.86229746342848,175.4340107631963,233.6635072827718,191.5355126470261
492,Gismonda,9.9,51.69,0.0795,6.488,.174655069490659,3.121829408102077,1.617613484310799,46.29926035715877,296.1309889153931,160.5863909429901
493,Griseldis,10.8,46.41,0.0622,51.940,.1737013120149465,3.121989672156085,15.16342639089016,357.3689688266344,47.58085692945087,85.4106646720676
494,Virtus,8.96,85.52,0.0630,5.57,.06319383442345516,2.986205385324327,7.085615855582012,38.22271715563313,218.1682205773499,28.62672377856033
495,Eulalia,10.78,38.85,0.0571,28.967,.1300321004602442,2.486907068032218,2.279216901961579,186.4896363843375,207.0731604339564,214.6637827359006
496,Gryphia,11.61,15.47,0.1676,18.0,.07922527386509881,2.198568559925454,3.791560032567085,207.6194462026494,258.5116662860689,85.98499286995884
498,Tokio,8.95,81.83,0.0694,41.85,.224757047421834,2.650071812729522,9.501048286624462,97.444157560329,240.9984181939372,41.75001583824139
499,Venusia,9.39,81.38,0.0468,13.48,.2145791091357832,4.014188421312226,2.088811984597314,256.3247412750779,175.2744595706612,75.08156917066765
500,Selinur,9.2,43.20,0.1804,8.0111,.146041764637044,2.612416710777272,9.772490116503633,289.942370362243,74.62905625665984,263.0137946075257
501,Urhixidur,9.3,77.44,0.0812,13.1743,.1400028974505564,3.164321716153273,20.81708378765986,357.3793899830032,353.3675485778095,98.07485576543544
502,Sigune,10.77,15.98,0.3405,10.922,.1795438287579566,2.382508994592968,25.03248485394998,133.0068932984524,19.09289225843412,110.7286419626956
503,Evelyn,9.2,81.68,0.0585,38.728,.1759477257702451,2.72249724418588,5.0099454559774,68.95024171757051,42.26566942106989,326.3519988445091
504,Cora,10.0,30.02,0.3407,7.588,.2179589030011402,2.721362922008969,12.89009201297676,104.6450422972768,247.9178891700166,331.2875415665343
505,Cava,8.61,115,0.040,8.1789,.2462012203819964,2.683286952690953,9.841017571316048,90.880253306558,337.23764701,84.85593785138701
506,Marion,8.85,105.94,0.0454,13.546,.1484618225409403,3.03885086346019,17.00902073335765,312.9515473986315,146.2462800815906,66.34330274457722
507,Laodica,9.2,43.78,0.2112,6.737,.09674104707123093,3.160027615822416,9.51327156466896,293.6102264896001,100.9581596425224,83.55062975227048
508,Princetonia,8.4,142.35,0.0441,52.8,.008613814528266471,3.163779592263456,13.33095141437336,44.25114393957839,188.9659091820091,286.0369328547589
509,Iolanda,8.40,52.99,0.2747,12.306,.09400028527915287,3.06515688478702,15.39928865648031,217.5739531560278,158.0773322917537,139.3417353020418
510,Mabella,9.73,57.44,0.0687,19.4,.1921064604476587,2.609325412690424,9.524716541594476,202.8123767351915,90.67330056563874,130.2139298936922
511,Davida,6.22,326.06,0.0540,5.131,.1883757163913394,3.16552691371755,15.94192737819842,107.6293457407723,337.935911348735,53.15973921752249
512,Taurinensis,10.68,23.09,0.1772,5.585,.2533830538313203,2.190063120049796,8.751928436040782,107.1039072591669,249.105846849675,86.99822464000154
513,Centesima,9.75,50.15,0.0885,5.23,.08028290562411798,3.014877809543558,9.715819890111572,184.5155188900109,225.5798826929789,34.90048697635029
514,Armida,9.04,106.17,0.0379,21.851,.04186307759876285,3.047253883872384,3.876193732622608,268.6537939508716,108.0184818381935,300.5622904495631
516,Amherstia,8.27,73.10,0.1627,7.49,.2728034636227213,2.68063836641844,12.96119831652118,328.8448537079691,258.0731932703223,251.5742825321283
517,Edith,9.35,91.12,0.0387,9.2747,.1809892181098219,3.156190474909319,3.194684635525221,274.5035758805828,139.6030867009125,299.2550217275143
518,Halawe,11.00,15.63,0.2880,14.310,.2279382151385794,2.532339292609124,6.727699673055219,203.9617076387655,117.5553202919345,234.4267266461779
519,Sylvania,9.14,48.25,0.1676,17.962,.1861710520616824,2.789698744350873,11.01926943298461,44.75060870692308,302.5061382185938,336.8673934731344
520,Franziska,10.61,28.67,0.1226,16.507,.1100242369745637,3.004809385014209,10.95754407253117,34.3084167067442,22.26517281773403,101.5470347287715
521,Brixia,8.31,115.65,0.0626,9.78,.2828741236014196,2.738620132413204,10.59884032376486,89.66594392175764,316.0771899686213,178.3794953181518
522,Helga,8.9,101.22,0.0388,8.129,.07779530368017493,3.644107082778663,4.438944924708647,116.988892364068,243.096443459018,118.6995414427336
523,Ada,9.8,31.89,0.2512,10.03,.1744000937245035,2.969949617692906,4.295386343091308,260.8499817533431,189.310295617048,276.2164525582254
524,Fidelio,9.83,71.73,0.0402,14.198,.1269619799331528,2.636446937263683,8.230298892115442,326.7142886612513,80.33387099995187,57.07286233645608
526,Jena,10.17,41.49,0.0877,9.474,.1350043089137961,3.120148696152724,2.173480283582587,137.7789349634104,357.2269431275162,67.75583076522857
527,Euryanthe,10.3,52.91,0.0576,26.06,.1511535131295744,2.72525057623795,9.676956846993354,120.6325907939436,202.7506837854824,114.8312667660073
528,Rezia,9.14,83.42,0.0561,7.337,.01880825265150075,3.394817028688226,12.67868596358015,49.74595431696422,332.1444319358298,48.8140552932369
529,Preziosa,10.06,32.01,0.1632,27.,.09701379780085223,3.014656822690209,11.02701454474132,65.21836198261877,333.8862302468681,185.6300670174054
530,Turandot,9.29,84.85,0.0472,19.960,.2196474342282788,3.187363671371177,8.560162491864954,129.1749296054339,200.217865828315,348.0945629608296
531,Zerlina,12.0,15.19,0.1460,16.706,.1971419194193713,2.787115262665093,33.97423367832684,197.761576781531,57.538931245608,252.3905805959403
532,Herculina,5.81,222.39,0.1694,9.405,.1757567444574093,2.7724473715524,16.31602117699267,107.558342217862,75.96779743124623,3.07834842237714
533,Sara,9.6,31.08,0.2479,11.654,.04574995825455987,2.978652979140902,6.558078547839168,180.3541711485402,35.85802864419895,175.0856285673789
534,Nassovia,9.77,33.12,0.1991,9.382,.05571413679499389,2.883459454414156,3.275274495275179,94.20474261118929,338.6002960542331,343.0852430223043
535,Montague,9.3,74.49,0.0514,10.2482,.02457430281121973,2.569364940825885,6.777909752079116,84.82060541863362,64.28545755363615,21.83314405989474
536,Merapi,8.1,151.42,0.0452,8.78,.08547365592997254,3.496808565546466,19.42877892273945,59.24159286859884,296.1957438942298,211.6312160140492
537,Pauly,8.7,39.11,0.3489,14.15,.2277083767274884,3.084434072136619,9.901707682716641,120.3432995666775,185.9997113833642,188.8999589768191
538,Friederike,9.5,72.49,0.0641,46.728,.1687444103429815,3.158564888173825,6.520314532714499,141.1752218198674,227.8873406811712,169.7003077030625
539,Pamina,10.0,53.97,0.0800,13.903,.2101592415247249,2.741748143022967,6.805769906306504,274.5689027169649,96.99144873888585,86.49810876605756
540,Rosamunde,10.76,19.02,0.2426,9.351,.09004176201982998,2.218637284894555,5.581540710270009,202.2016775890746,337.8341925541778,266.0920447480896
541,Deborah,10.1,57.01,0.0496,29.368,.05187855750204688,2.814395949130951,6.007804021850988,267.8121618563069,357.3015820396572,182.9114453259416
542,Susanna,9.36,41.57,0.1843,10.069,.138367626522144,2.907943722554888,12.07570075155115,153.0206271989281,215.5325927622445,79.05681546929041
543,Charlotte,9.40,34.37,0.2599,10.718,.1549301522137753,3.056868614285706,8.47969952605918,294.9797030574218,109.699220056292,180.4118252892461
544,Jetta,10.0,24.58,0.3208,7.745,.1522699116285048,2.594105379317261,8.374979880790576,298.3543109978312,342.9002495452127,224.304042971215
545,Messalina,8.84,111.29,0.0415,7.2,.1678101515667014,3.211865098812408,11.19805812542656,333.6566181145,329.4995178641792,203.6338915512974
546,Herodias,9.70,66.02,0.0534,10.77,.1164580988311252,2.598219110376375,14.85079733833854,21.80420191932513,108.7870527379474,8.054391676218593
547,Praxedis,9.52,69.68,0.0566,9.105,.2365032870549773,2.77349763251496,16.89953056851345,193.2177718896463,195.26489119696,308.8541897666007
549,Jessonda,11.01,18.81,0.1971,2.962,.257833771734739,2.683937692209979,3.961950444424987,291.471809168941,158.2888771280357,354.7257660620771
550,Senta,9.37,37.75,0.2215,20.555,.2224739271835072,2.588416539537591,10.10880976710467,270.7156663588192,45.2999060571767,235.3949749947827
551,Ortrud,9.57,78.46,0.0426,13.05,.1235182513215717,2.966562706774221,.3975038399216259,6.005197687220262,68.06878223084928,190.973940649857
552,Sigelinde,9.5,77.56,0.0510,17.156,.0879136923262416,3.15167019611892,7.695415358299234,266.9598977163773,348.6688098777261,49.09672958033848
554,Peraga,9.0,95.87,0.0496,13.7128,.153260606007227,2.375448245646774,2.935723103229857,295.4632361537882,127.5620448865982,53.86120184333284
555,Norma,10.8,40.11,0.0632,19.55,.1499494218687881,3.188571762319443,2.646079629596731,130.4368668211879,356.2777648879306,170.8017578808953
556,Phyllis,9.56,37.81,0.1853,4.293,.1030374859386235,2.46450481568154,5.240969102516436,286.1372466227932,177.3341382216758,148.3544426560516
558,Carmen,9.09,59.31,0.1161,11.387,.04370713948207486,2.906441999001816,8.375896490433485,143.729460186153,311.7945110560291,97.47877841938819
559,Nanon,9.5,79.82,0.0500,10.059,.06706591302610357,2.71067243511152,9.30568860394826,112.1471511051331,129.1394336234573,156.2511037906152
560,Delila,10.9,37.24,0.0733,29.913,.1621082202468381,2.74965315790879,8.470628864194422,105.3514603784191,3.869921936532602,57.76403859920393
561,Ingwelde,11.21,24.50,0.0966,12.012,.1160700197138323,3.176516190060353,1.543676412454591,159.4938783126794,315.5381268058903,222.2456459475323
562,Salome,9.95,30.67,0.1967,6.351,.09981148450861216,3.019195796668626,11.10324263319192,70.62500592663103,263.6898341944622,201.0874253444515
563,Suleika,8.50,53.29,0.2477,5.69,.2331104757402822,2.714312366256827,10.23160627051439,85.34161180226202,336.7165262646009,332.4036199961661
564,Dudu,10.43,49.57,0.0484,8.882,.2767485961468128,2.746477961594153,17.98896337926935,70.77184468206852,215.0719386568455,336.7047994585448
565,Marbachia,10.88,27.57,0.1033,4.587,.1302578026102864,2.443364356139734,10.99496843230131,225.8550219552075,291.7265831528096,317.9704400582386
566,Stereoskopia,8.0,168.16,0.0383,12.103,.1129367735082886,3.385472359969709,4.895320055694291,80.21116518831769,296.2892322343776,84.63290308811932
567,Eleutheria,9.16,93.41,0.0439,7.717,.09245576935982761,3.136565096892275,9.253381782090626,58.34525167880772,133.1983294511159,314.6667641960783
568,Cheruskia,9.4,86.99,0.0535,13.209,.1670922847434622,2.883963102921671,18.38685982755325,249.8866133498601,174.6138678221634,42.99754842321732
569,Misa,10.12,72.95,0.0297,13.52,.18022840980061,2.657310296691046,1.292972108152577,301.8077518112854,143.0856660703746,354.9878056800251
570,Kythera,8.81,102.81,0.0500,8.120,.121329157476715,3.417411346124039,1.786936946850806,223.9031717131495,155.2390802896566,32.5500523111093
572,Rebekka,10.94,29.63,0.0847,5.6497,.1572518822914673,2.401123058321326,10.57480345632542,194.5764716012538,192.2417606824398,113.6113293610839
573,Recha,9.4,48.00,0.1109,7.16633,.1144370051881727,3.013702674389578,9.833134213152851,342.9621250451776,29.03371321166863,302.4565020136017
574,Reginhild,12.30,7.46,0.3819,14.339,.2396542436949864,2.25286802514369,5.68385958720666,336.8120436908625,76.8266501153381,74.71276052358573
575,Renate,10.7,21.26,0.1706,3.676,.1278817575267742,2.554428963136921,15.01143728173192,349.6861950184858,334.074049302255,295.5736479403142
576,Emanuela,9.3,84.68,0.0428,8.192,.1957197708274402,2.984835496328523,10.2286635922928,299.9480974716066,26.25971021553563,73.8557937188253
577,Rhea,9.3,39.53,0.1792,12.249,.154682069704072,3.112283988230694,5.296716426764676,328.5866495791302,330.9362033403771,357.3683581324725
578,Happelia,9.4,69.29,0.0769,10.061,.1938939488074504,2.749744974752681,6.15215795535428,29.41309449366729,261.5150987787133,70.65455656009391
579,Sidonia,7.85,85.57,0.1748,16.286,.08076674588183264,3.011823930138434,11.00752386105965,82.74267664784236,229.0963745213891,47.5803451604778
580,Selene,10.2,45.79,0.1218,9.47,.08295194468782628,3.230789278554405,3.66141473743194,99.15843688933589,334.2534378060123,303.7007387734107
581,Tauntonia,9.7,63.66,0.0758,16.54,.03137654953274707,3.211281829217679,21.88956471440385,102.6222602938188,28.79733357466768,281.681769769816
582,Olympia,9.11,43.41,0.2128,36.312,.2221037690555527,2.609953098537806,30.03810895558563,155.7216955904289,310.6230557962326,306.9637109667862
583,Klotilde,9.01,81.64,0.0660,9.2116,.162266853600519,3.173688783322336,8.245973119624312,257.9439709217523,252.5048809816775,343.8514548718814
584,Semiramis,8.71,54.01,0.1987,5.068,.2330401249990576,2.373690205178259,10.7282812732986,282.2346258675855,84.81971820437393,4.962056078488339
585,Bilkis,10.40,58.09,0.0362,8.5751,.1286528458745886,2.430402444320626,7.566072249355557,180.3009487662348,329.1712125962676,264.2559497485373
586,Thekla,9.21,82.37,0.0539,13.670,.060159275249416,3.043196492413309,1.625244231150942,228.4518580615849,250.4362956712168,207.3932177526043
588,Achilles,8.67,135.47,0.0328,7.306,.1476617981145202,5.202862449817134,10.3152305727792,316.5797201983182,133.4236133098195,105.5005963537911
589,Croatia,9.0,87.54,0.0509,24.821,.03881692866161347,3.134076534683903,10.81456267108014,177.6084923739696,220.6101110983077,347.6624101535864
590,Tomyris,9.90,39.87,0.1218,5.562,.08048158691621742,3.001365749498834,11.17617032497767,106.1905728286593,340.6604596171232,51.76564552325977
591,Irmgard,10.64,51.86,0.0364,7.35,.2075279414479305,2.678876194868557,12.49042935916746,334.295727111584,217.3859337746789,268.3724681499083
593,Titania,9.28,75.32,0.0604,9.899,.2148561833518424,2.700737758892038,16.88318898196418,76.00756476601251,31.02581653330978,233.3688360090974
594,Mireille,12.01,9.23,0.3255,4.966,.3530979054889973,2.626941040205093,32.59711574868781,155.1291972654006,76.7894203281876,159.5542804320068
595,Polyxena,7.9,109.07,0.0937,11.801,.06194120932985159,3.207643342896913,17.82834037056075,23.91512631063572,279.2130692280649,252.2602521804865
596,Scheila,8.90,113.34,0.0379,15.8480,.1648180911922242,2.926314917649891,14.66199727264915,70.69927172358214,175.496231246772,184.1600084122634
597,Bandusia,9.1,36.06,0.2361,15.340,.1444965823041694,2.671199879503757,12.80327430217746,36.54767522580251,307.7162224533049,201.7358018668326
598,Octavia,9.53,72.33,0.0521,10.8903,.246929792231427,2.762978961118353,12.22553583662675,91.85901076518141,291.2664037954452,35.71529282012476
599,Luisa,8.71,64.87,0.1377,9.566,.2920963557777473,2.774863137092365,16.65259139794865,44.59602194089621,293.1471142298038,105.3988325429095
600,Musa,10.18,24.90,0.2415,5.8856,.05539270043405013,2.659732585538139,10.19966054561012,139.3019723027448,114.5762370683796,11.24725218148726
601,Nerthus,9.65,73.32,0.0454,13.59,.1012529655635404,3.141607892830157,16.10593836377122,169.6210314779641,158.2728942507058,160.6862249519126
602,Marianna,8.31,124.72,0.0539,35.195,.2477970680634686,3.0885006407305,15.10673311917753,331.5065984678693,46.02913269269025,126.488927483189
603,Timandra,11.8,13.73,0.1354,41.79,.1745136830884508,2.53784367847274,8.026558401612814,343.4615876559606,159.9795163770054,300.6960359079193
604,Tekmessa,9.4,65.16,0.0870,5.5596,.1992530061988203,3.147713134993082,4.421209797749428,12.18043191504071,28.87687882347481,245.6194449358746
605,Juvisia,10.0,69.86,0.0397,15.93,.1396892776170688,3.000013303159198,19.66187341639131,342.8525354593643,14.67621191327261,339.3565321676996
606,Brangane,10.2,35.54,0.0986,12.2950,.219758572215489,2.587261932853215,8.620595206521195,318.7159202105088,57.37590206141489,353.4636009958659
607,Jenny,9.9,62.78,0.0711,8.521,.07375964022965267,2.853839082402783,10.10997330457788,285.2812768447189,289.7925098928326,314.3174106966329
608,Adolfine,10.8,25.18,0.1603,8.3458,.124603328341374,3.020661845894742,9.381119152449338,293.8605236988428,71.71598586246616,206.6092174991711
609,Fulvia,10.2,54.17,0.0602,12.,.04130667181939384,3.086315040269417,4.188255784180485,165.3512223786649,113.4222124464807,65.37521054206174
611,Valeria,9.19,56.97,0.1148,6.977,.1191977443534264,2.979255728167877,13.44111032892979,189.4473701763985,256.7923141610792,317.0610542075506
612,Veronika,10.7,37.74,0.0411,8.243,.2576824186672733,3.162619809338319,20.81399759371302,203.2654929799886,121.13384106408,158.5340948001224
613,Ginevra,9.67,80.04,0.0374,13.024,.05939501905211313,2.920509054180833,7.66653437919614,354.8132565363769,62.49475142352715,216.1166146839053
614,Pia,11.0,25.81,0.1056,4.572,.1115393963196262,2.692559470914898,7.027667052139488,217.3023081558605,208.8866454525067,133.2902989114761
615,Roswitha,10.2,47.89,0.0553,4.422,.1094764292627201,2.633946519029401,2.760903027082341,13.49762825736372,246.6840207473632,240.0319884033172
616,Elly,10.68,18.15,0.2866,5.297,.05951649676312778,2.552675289395422,14.95991213728769,356.1178929248182,107.5999462744272,113.5708525094013
617,Patroclus,8.19,140.92,0.0471,102.8,.1392848557575721,5.217589795882275,22.04924465284685,44.36396250014158,308.4827697133138,70.60867479942671
618,Elfriede,8.3,120.29,0.0606,14.801,.07370322979450625,3.189146983012077,17.03815367757505,111.072985232747,228.2780460899919,37.97808379111234
621,Werdandi,10.49,27.15,0.1527,11.776,.1387335702885284,3.127006403393884,2.314728537857429,67.12034528134383,31.87453021473369,193.0243199260761
623,Chimaera,10.97,44.09,0.0372,14.635,.1127630808760882,2.461792065996902,14.13016495300918,308.3534469869949,124.7333493750346,32.73034090012845
624,Hektor,7.2,225,0.025,6.924,.02440471032467297,5.249788651447859,18.16901428283094,342.8090421580607,182.1467056858967,40.84955566016828
625,Xenia,9.9,28.37,0.2195,21.101,.2267721978500523,2.646779739557662,12.07822360865853,127.5526179937257,200.5995609088657,196.3987143731923
626,Notburga,9.00,100.73,0.0437,19.353,.2425598919612938,2.573867491855082,25.36948030127722,341.6446894267629,43.77101713092845,133.7266160663759
627,Charis,9.95,48.51,0.0786,27.888,.0595843468256381,2.899441115934912,6.477485372509243,142.5330145337873,174.1694672363871,122.156832869881
628,Christine,9.25,49.72,0.1426,16.1783,.04263027168380339,2.583156566655743,11.52931929794032,112.1426611030747,206.7126642867199,183.304103383512
629,Bernardina,10.0,30.1,0.2140,3.763,.1538644154321677,3.139127505723409,9.253513871110483,86.58038467678412,35.274510588379,186.189879908712
630,Euphemia,11.00,17.21,0.2375,350.,.1108760205663491,2.624678689641271,13.85603805948115,105.4314035860437,39.95201682281153,134.7173432913025
631,Philippina,8.70,57.65,0.1760,5.899,.08231210000089811,2.792361289724283,18.91811469860561,224.7277654447513,277.6099330354785,91.25209403377353
633,Zelima,9.73,34.37,0.1918,11.724,.0846668111900399,3.017469928780207,10.91649628217945,147.3843124083547,186.995314820805,103.7375386937932
634,Ute,9.7,69.44,0.0530,11.7554,.1857250814320965,3.046293652315853,12.28906991445422,133.448956261276,220.5407030462286,345.1743269357561
635,Vundtia,9.01,98.24,0.0456,11.790,.07646689533283835,3.142202642441174,11.0287287820228,183.0604337474797,223.71321815,334.81472123136
636,Erika,9.50,74.29,0.0507,14.603,.1727437459990204,2.909391421198727,7.926578375358821,34.68847513018735,297.5920808487238,63.83977828159999
638,Moira,10.0,65.44,0.0496,9.875,.1594581507475281,2.736987583059772,7.71418743802379,103.2281797406905,128.3553776090483,284.3149856647941
639,Latona,8.20,71.25,0.1826,6.22,.1036899461684371,3.022788117818485,8.563592992253481,280.0121512878027,70.03696962146289,141.7326032238375
640,Brambilla,9.1,80.79,0.0686,7.768,.08053011823094847,3.159348480651825,13.37188288374446,234.9365993421214,31.66855928534942,90.06548432933504
642,Clara,9.98,33.36,0.1617,8.2308,.1218686835014943,3.192808509900538,8.16906570814894,5.906759683131153,117.8651116608209,203.693960069925
643,Scheherezade,9.7,71.57,0.0446,14.161,.05838156456009373,3.3591851636729,13.77182259542956,252.2034253317098,230.6214320218963,66.69807186159048
644,Cosima,11.13,19.92,0.1572,7.556,.1560373827545318,2.598165356885986,1.040829116784813,109.9720475667919,268.8278346818139,216.2594626866233
645,Agrippina,9.94,28.00,0.2381,32.6,.1461804752166784,3.212756079121447,7.042805177794147,.1724604792097088,84.18412058596709,219.8303580956291
648,Pippa,9.68,68.27,0.0509,9.263,.1943847229326571,3.208997084180135,9.801184077009236,291.2437671208554,178.0252880067682,225.0174681181541
651,Antikleia,10.01,33.04,0.1603,20.299,.1005352248877875,3.022148796689737,10.75874485136916,38.02913716186529,355.2056741250618,139.7940041468696
652,Jubilatrix,10.9,16.87,0.1710,2.6627,.1257403836127678,2.556715910824237,15.74623696702865,86.26714873115968,277.047497111628,119.07556838156
653,Berenike,9.2,39.22,0.2444,12.4886,.0396798576631814,3.014679655906573,11.29082652242941,132.8688921098838,55.14262060522582,43.87017491382807
654,Zelinda,8.52,127.40,0.0425,31.735,.2312829797840177,2.297095971639953,18.12680460341765,278.4787228002268,213.9791110556885,242.046260823216
655,Briseis,9.9,30.79,0.2693,160.66,.08724217871094833,2.990064199845727,6.497469061944827,130.0688017174308,278.554833283061,253.9369418346322
656,Beagle,10.00,53.17,0.0625,7.035,.1356429084943949,3.151368125729587,.515151644742643,184.3386344562644,330.8841051873379,349.489610224008
657,Gunlod,10.93,42.52,0.0415,15.6652,.1120985455375871,2.61144204831138,10.23077200530776,297.6047866579794,245.0462131266736,67.11221481786741
658,Asteria,10.54,22.95,0.2040,21.034,.06548402725553328,2.853369664588899,1.506247575671089,351.0074361936328,61.50359175326591,116.450159146947
659,Nestor,8.99,108.87,0.0378,15.98,.11524959280853,5.185539992111027,4.52279797593221,350.8664081990556,341.6444112089379,208.7105761396893
660,Crescentia,9.14,42.24,0.2186,7.9116,.1081422687810175,2.533635073635608,15.20475485329403,156.9823030297536,106.154728204179,38.70881154768505
661,Cloelia,9.6,48.05,0.1076,5.536,.03385357293782208,3.01710383034731,9.231870444736522,335.8267812130402,180.4605851784956,136.4524379888504
662,Newtonia,10.3,23.62,0.1999,16.46,.2166527622536442,2.553121777642415,4.120187885990942,133.7468397996557,165.6581709077539,339.711166477236
663,Gerlinde,9.21,100.88,0.0359,10.251,.14601209074789,3.067607804247214,17.82316146611663,232.8841711543638,310.7520827976874,26.14539291313516
664,Judith,9.97,72.68,0.0344,10.9829,.229786853432449,3.196173660456183,8.576748698548833,170.9554320107769,102.0378333385818,284.7088101887839
665,Sabine,8.6,51.09,0.3895,4.294,.1709984033446517,3.145279038784623,14.74098637958872,298.4529368693598,319.00488418,43.82321352210287
666,Desdemona,10.6,27.04,0.1055,14.607,.2376000381680871,2.593511754371124,7.582562451603836,215.4257851618938,174.2691565485648,120.8676258703707
667,Denise,9.4,81.28,0.0737,12.687,.1916527597904512,3.181429876250573,25.40420354161252,153.2610027962262,305.8159119603996,101.6625945305233
668,Dora,12.0,26.84,0.0467,22.914,.23499906088761,2.79320741244735,6.843017363350735,214.4579827629703,113.3558177116421,255.983687967803
669,Kypria,10.24,31.75,0.1405,14.283,.07900593293857014,3.011193991034093,10.78286381691534,170.8034337688283,114.3130024967844,165.4118891869586
670,Ottegebe,9.4,34.07,0.1830,10.045,.1940926047434568,2.801430312738025,7.535583746992766,174.6941339468919,195.3974585958798,207.44161717599
671,Carnegia,10.2,58.72,0.0512,8.332,.0678073828540298,3.091340662957748,8.029138821801995,.5259392640687759,91.20419116767245,100.4973765468472
673,Edda,10.20,37.53,0.1044,14.92,.01191429067743738,2.814437900976777,2.876879549218539,226.7351783718381,237.2949044245391,72.74499445762159
674,Rachele,7.42,97.35,0.2007,30.982,.1960562227736153,2.923018648095722,13.5078642817344,58.17785941166385,42.23288876195276,28.80241517492601
676,Melitta,9.4,79.99,0.0526,7.87,.1239717636248852,3.060423562227365,12.86485449632099,150.3795908814672,182.2737344493352,101.7105027505629
677,Aaltje,9.5,28.87,0.2794,16.608,.0511068271790513,2.953515132676314,8.488571614872027,272.867471092248,277.998799063774,231.2946150326146
678,Fredegundis,9.02,41.80,0.2494,11.61624,.2183987255246157,2.573894874631537,6.083269646716906,281.425754486487,120.1976210365285,290.5758326243962
679,Pax,9.01,51.47,0.1660,8.452,.3115414939461943,2.585787968694237,24.38831652306012,112.2655510751689,266.7822329538069,251.1679426906604
680,Genoveva,9.31,83.92,0.0474,11.089,.2932493502730867,3.146156894707806,17.49369167085442,38.05537359589866,245.6174895697069,277.6051297656479
683,Lanzia,8.7,83.04,0.1474,8.630,.05557550262201622,3.116221164222448,18.50461432957138,259.7350047387312,283.3663424405793,171.7417341058008
685,Hermia,12.0,10.95,0.2807,50.44,.1958973147387677,2.23715269371045,3.645201688074335,235.2788997697724,80.63188410549468,187.4660838220946
686,Gersuind,9.67,41.13,0.1416,6.3127,.2683966701231459,2.58917294659041,15.67536992792234,243.3624160400868,88.34610535213359,94.77590264565252
688,Melanie,10.59,41.40,0.0599,18.87,.1393456758616911,2.697275367372043,10.2445313744056,170.9176550756148,139.6257605819394,295.031434654766
689,Zita,12.15,14.36,0.1183,6.425,.2302331186582861,2.315640108320143,5.744150566735163,168.1763128747612,188.1604756633478,309.4570389426177
690,Wratislavia,8.02,134.65,0.0604,8.64,.1819874559996761,3.146191341929047,11.26472452868711,253.1744279890738,114.8903202261301,307.4304378450603
691,Lehigh,9.2,87.68,0.0438,12.891,.1196491673224094,3.0152976323166,13.01918554620273,88.17860529002104,304.4011255005103,76.35973463638693
692,Hippodamia,9.18,45.90,0.1785,8.98,.1700287823577544,3.38276274792636,26.0829774786573,63.48972536656757,54.23710789553369,52.21701351238853
693,Zerbinetta,9.5,67.66,0.0683,11.475,.03151711177433918,2.944229242273516,14.19396752614948,351.876077432856,289.2105766052961,23.32616650147405
694,Ekard,9.17,90.78,0.0460,5.925,.3241060274601845,2.67011644150662,15.84101514440831,230.3642880637363,110.9164710578673,66.0524168066476
695,Bella,9.30,48.18,0.1450,14.222,.159549535481276,2.539389315559326,13.85194567694627,275.7136786672618,79.15852894755035,38.15028294668146
696,Leonora,9.4,75.76,0.0773,26.8964,.2512338038748434,3.169091225267207,13.03777257302798,299.5177456468648,104.1860415342959,202.7921921847168
697,Galilea,9.63,80.14,0.0387,16.538,.1566163781017356,2.880368981348948,15.14186095674271,15.54806695510268,333.3477594742404,301.5579012255761
698,Ernestina,10.9,27.03,0.1269,5.0363,.109043022969665,2.868322528905632,11.5297260444281,40.65402837337124,99.22673970074518,223.4497202275396
700,Auravictrix,11.0,15.44,0.2455,6.075,.1038858756526639,2.229381143710815,6.790395821489532,96.84799531633773,101.9617219832464,184.6624288526162
701,Oriola,9.25,40.18,0.2184,9.090,.03266094380725761,3.014740006229525,7.141243757464314,243.7623419410699,326.2286293950233,60.8028736260221
702,Alauda,7.25,194.73,0.0587,8.3531,.01999454986157127,3.191762183256178,20.61140976181556,289.9324420874174,351.3282098538458,136.9894037688389
704,Interamnia,5.94,316.62,0.0742,8.727,.154129777662505,3.057333750326934,17.30912249721546,280.3037119584032,95.35096538057472,165.2864129280618
705,Erminia,8.39,134.22,0.0432,53.96,.04858217156097189,2.923603085421071,25.04244834103589,2.895119868822794,100.8585272816536,230.9033665783944
706,Hirundo,10.9,29.22,0.1721,22.027,.1944206047761402,2.727824368559904,14.4697532403705,325.5115353319903,29.89734474144035,48.6706055684453
